time,seconds_elapsed,z,y,x,a,ave,std
1.64617E+18,16.72832642,2.209604971,2.075113499,0.173667847,3.036216508,4.36040745,0.700870947
1.64617E+18,16.73830762,2.732452787,1.965665866,0.382357724,3.387674418,4.494407391,0.545839652
1.64617E+18,16.74828857,3.233511965,1.888932171,0.500636057,3.778134571,4.547335898,0.453870378
1.64617E+18,16.75827075,3.682268709,1.826995062,0.538143329,4.145673896,4.501917498,0.54261919
1.64617E+18,16.76825171,4.171067541,1.714350095,0.510958239,4.538488625,4.356875086,0.766232447
1.64617E+18,16.77823267,4.540651964,1.72087979,0.326375286,4.86677186,4.119867669,1.003283256
1.64617E+18,16.78821387,4.756845568,1.734512594,0.068546224,5.063675768,3.800393188,1.203295114
1.64617E+18,16.79819458,4.841632806,1.592065778,-0.070254709,5.097157776,3.423308692,1.332263125
1.64617E+18,16.80817627,4.772800093,1.387429341,-0.104716001,4.971473257,3.025355614,1.366747275
1.64617E+18,16.81815747,4.559404011,1.213480302,-0.080298731,4.718807822,2.631539072,1.315672714
1.64617E+18,16.82813843,4.246449237,1.054991284,-0.076993698,4.376215918,2.263837439,1.188634029
1.64617E+18,16.83811963,3.798402687,0.945279448,-0.145449066,3.916959489,1.940079514,0.994195682
1.64617E+18,16.84810059,3.207790664,0.851183114,-0.18496965,3.323950573,1.676448222,0.756044531
1.64617E+18,16.85808154,2.595840085,0.708182756,-0.156405746,2.695249769,1.509177828,0.521786412
1.64617E+18,16.86806372,2.088577376,0.561064442,-0.158342925,2.168414454,1.451699931,0.406999503
1.64617E+18,16.87804468,1.599531876,0.415591556,-0.253881639,1.672027049,1.492169492,0.488261107
1.64617E+18,16.88802563,1.212897534,0.200929984,-0.399897765,1.292830812,1.6431822,0.705665645
1.64617E+18,16.89800659,0.997985786,-0.03118132,-0.502137621,1.117626993,1.898129935,0.950950338
1.64617E+18,16.90798755,0.839310305,-0.305227394,-0.519730269,1.033307845,2.240545928,1.193746864
1.64617E+18,16.91796973,0.684890728,-0.599426029,-0.506895081,1.041791484,2.651609133,1.397600047
1.64617E+18,16.92795068,0.500439585,-0.883708834,-0.514890647,1.138636667,3.097264404,1.518524295
1.64617E+18,16.93793164,0.157649645,-1.14675216,-0.547870175,1.280646578,3.538574077,1.526427643
1.64617E+18,16.9479126,-0.345436655,-1.535221901,-0.500382521,1.651246631,3.946983976,1.409556411
1.64617E+18,16.95789355,-0.919753377,-1.869223262,-0.395543332,2.120470798,4.286420579,1.210491459
1.64617E+18,16.96787451,-1.64658355,-1.958843327,-0.269426889,2.573110067,4.556310873,0.975560794
1.64617E+18,16.97785645,-2.474095866,-1.998637577,-0.101991909,3.182154124,4.755779002,0.720163846
1.64617E+18,16.9878374,-3.274821881,-2.009138805,-0.047275108,3.842308164,4.843781895,0.558004896
1.64617E+18,16.9978186,-4.055698702,-2.042349585,-0.08913272,4.54178692,4.798471672,0.648537283
1.64617E+18,17.00779956,-4.615393609,-2.269333171,-0.091577556,5.143939896,4.62335814,0.886837807
1.64617E+18,17.01778052,-4.837586746,-2.613130535,-0.033048027,5.498344195,4.340446536,1.10103353
1.64617E+18,17.02776172,-4.657916992,-3.019084494,0.103352859,5.551733396,3.977534385,1.247874851
1.64617E+18,17.03774365,-4.236406567,-3.283788447,0.223803093,5.364745566,3.582178264,1.311187009
1.64617E+18,17.04772485,-3.853564018,-3.243053116,0.30142654,5.04561266,3.197287119,1.296261307
